func_id,language,raw_source_path,generated_test_code
JA-058,java,data-research/java_functions/JA-058.java,"```java
package org.jsoup.helper;

import org.junit.jupiter.api.Test;
import org.mockito.Mockito;

import java.io.BufferedWriter;
import java.io.ByteArrayOutputStream;
import java.io.IOException;
import java.io.InputStream;
import java.io.OutputStream;
import java.io.OutputStreamWriter;
import java.util.ArrayList;
import java.util.Collection;

import static org.junit.jupiter.api.Assertions.assertEquals;

public class HttpConnectionTest {

    @Test
    void testImplWritePost_MultipartWithInputStream() throws IOException {
        HttpConnection.Request req = Mockito.mock(HttpConnection.Request.class);
        BufferedWriter writer = new BufferedWriter(new OutputStreamWriter(new ByteArrayOutputStream()));
        ByteArrayOutputStream outputStream = new ByteArrayOutputStream();

        Collection<Connection.KeyVal> data = new ArrayList<>();
        Connection.KeyVal keyVal = Mockito.mock(Connection.KeyVal.class);
        Mockito.when(keyVal.key()).thenReturn(""file"");
        Mockito.when(keyVal.value()).thenReturn(""test.txt"");
        Mockito.when(keyVal.inputStream()).thenReturn(Mockito.mock(InputStream.class));
        Mockito.when(keyVal.contentType()).thenReturn(""text/plain"");
        data.add(keyVal);

        Mockito.when(req.data()).thenReturn(data);
        Mockito.when(req.mimeBoundary).thenReturn(""boundary"");

        HttpConnection.implWritePost(req, writer, outputStream);

        // Add assertions to verify the output
        String expectedOutput = ""--boundary\r\n"" +
                ""Content-Disposition: form-data; name=\""file\""; filename=\""test.txt\""\r\n"" +
                ""Content-Type: text/plain\r\n\r\n"" +
                // Here we would need to verify the content of the InputStream
                ""\r\n--boundary--"";
        assertEquals(expectedOutput, outputStream.toString());
    }

    @Test
    void testImplWritePost_SingleBodyString() throws IOException {
        HttpConnection.Request req = Mockito.mock(HttpConnection.Request.class);
        BufferedWriter writer = new BufferedWriter(new OutputStreamWriter(new ByteArrayOutputStream()));
        ByteArrayOutputStream outputStream = new ByteArrayOutputStream();

        Mockito.when(req.body()).thenReturn(""test body"");

        HttpConnection.implWritePost(req, writer, outputStream);

        // Add assertions to verify the output
        assertEquals(""test body"", outputStream.toString());
    }

    @Test
    void testImplWritePost_RegularFormData() throws IOException {
        HttpConnection.Request req = Mockito.mock(HttpConnection.Request.class);
        BufferedWriter writer = new BufferedWriter(new OutputStreamWriter(new ByteArrayOutputStream()));
        ByteArrayOutputStream outputStream = new ByteArrayOutputStream();

        Collection<Connection.KeyVal> data = new ArrayList<>();
        data.add(Connection.KeyVal.create(""key1"", ""value1""));
        data.add(Connection.KeyVal.create(""key2"", ""value2""));

        Mockito.when(req.data()).thenReturn(data);
        Mockito.when(req.postDataCharset()).thenReturn(""UTF-8"");

        HttpConnection.implWritePost(req, writer, outputStream);

        // Add assertions to verify the output
        String expectedOutput = ""key1=value1&key2=value2"";
        assertEquals(expectedOutput, outputStream.toString());
    }

    @Test
    void testImplWritePost_ThrowsIllegalStateException() {
        HttpConnection.Request req = Mockito.mock(HttpConnection.Request.class);
        Mockito.when(req.body()).thenReturn(new Object()); // Invalid body type

        Exception exception = assertThrows(IllegalStateException.class, () -> {
            HttpConnection.implWritePost(req, null, null);
        });

        assertEquals(""Unexpected body type"", exception.getMessage());
    }
}
```"
JA-059,java,data-research/java_functions/JA-059.java,"```java
package org.joda.time;

import org.junit.jupiter.api.Test;
import static org.junit.jupiter.api.Assertions.*;

public class IntervalTest {
    
    @Test
    void testParseWithOffset_ValidStartAndEnd() {
        Interval interval = Interval.parseWithOffset(""2023-01-01T00:00:00Z/2023-01-02T00:00:00Z"");
        assertNotNull(interval);
    }

    @Test
    void testParseWithOffset_ValidPeriodAndEnd() {
        Interval interval = Interval.parseWithOffset(""P1D/2023-01-02T00:00:00Z"");
        assertNotNull(interval);
    }

    @Test
    void testParseWithOffset_ValidStartAndPeriod() {
        Interval interval = Interval.parseWithOffset(""2023-01-01T00:00:00Z/P1D"");
        assertNotNull(interval);
    }

    @Test
    void testParseWithOffset_InvalidFormat_NoSeparator() {
        Exception exception = assertThrows(IllegalArgumentException.class, () -> {
            Interval.parseWithOffset(""2023-01-01T00:00:00Z2023-01-02T00:00:00Z"");
        });
        assertEquals(""Format requires a '/' separator: 2023-01-01T00:00:00Z2023-01-02T00:00:00Z"", exception.getMessage());
    }

    @Test
    void testParseWithOffset_InvalidFormat_EmptyLeft() {
        Exception exception = assertThrows(IllegalArgumentException.class, () -> {
            Interval.parseWithOffset(""/2023-01-02T00:00:00Z"");
        });
        assertEquals(""Format invalid: /2023-01-02T00:00:00Z"", exception.getMessage());
    }

    @Test
    void testParseWithOffset_InvalidFormat_EmptyRight() {
        Exception exception = assertThrows(IllegalArgumentException.class, () -> {
            Interval.parseWithOffset(""2023-01-01T00:00:00Z/"");
        });
        assertEquals(""Format invalid: 2023-01-01T00:00:00Z/"", exception.getMessage());
    }

    @Test
    void testParseWithOffset_TwoDurations() {
        Exception exception = assertThrows(IllegalArgumentException.class, () -> {
            Interval.parseWithOffset(""P1D/P2D"");
        });
        assertEquals(""Interval composed of two durations: P1D/P2D"", exception.getMessage());
    }
}
```"
JA-060,java,data-research/java_functions/JA-060.java,"```java
package org.apache.commons.cli;

import org.junit.jupiter.api.Test;
import static org.junit.jupiter.api.Assertions.*;

public class PatternOptionBuilderTest {
    @Test
    void testIsValueCode_AtSymbol() {
        assertTrue(PatternOptionBuilder.isValueCode('@'));
    }

    @Test
    void testIsValueCode_Colon() {
        assertTrue(PatternOptionBuilder.isValueCode(':'));
    }

    @Test
    void testIsValueCode_Percent() {
        assertTrue(PatternOptionBuilder.isValueCode('%'));
    }

    @Test
    void testIsValueCode_Plus() {
        assertTrue(PatternOptionBuilder.isValueCode('+'));
    }

    @Test
    void testIsValueCode_Hash() {
        assertTrue(PatternOptionBuilder.isValueCode('#'));
    }

    @Test
    void testIsValueCode_LessThan() {
        assertTrue(PatternOptionBuilder.isValueCode('<'));
    }

    @Test
    void testIsValueCode_GreaterThan() {
        assertTrue(PatternOptionBuilder.isValueCode('>'));
    }

    @Test
    void testIsValueCode_Asterisk() {
        assertTrue(PatternOptionBuilder.isValueCode('*'));
    }

    @Test
    void testIsValueCode_Slash() {
        assertTrue(PatternOptionBuilder.isValueCode('/'));
    }

    @Test
    void testIsValueCode_Exclamation() {
        assertTrue(PatternOptionBuilder.isValueCode('!'));
    }

    @Test
    void testIsValueCode_UnknownCharacter() {
        assertFalse(PatternOptionBuilder.isValueCode('a'));
    }
}
```"
PY-001,python,data-research/python_functions/PY-001.py,"```python
import pytest
from flask import Flask, Request
from werkzeug.exceptions import RequestRedirect
from flask.app import raise_routing_exception

class TestApp:
    def setup_method(self):
        self.app = Flask(__name__)
        self.app.debug = True

    def test_raise_routing_exception_not_debug(self):
        self.app.debug = False
        request = Request(environ={'REQUEST_METHOD': 'POST'})
        request.routing_exception = RequestRedirect('http://example.com', 301)
        
        with pytest.raises(RequestRedirect):
            raise_routing_exception(self.app, request)

    def test_raise_routing_exception_redirect_307(self):
        request = Request(environ={'REQUEST_METHOD': 'POST'})
        request.routing_exception = RequestRedirect('http://example.com', 307)
        
        with pytest.raises(RequestRedirect):
            raise_routing_exception(self.app, request)

    def test_raise_routing_exception_redirect_308(self):
        request = Request(environ={'REQUEST_METHOD': 'POST'})
        request.routing_exception = RequestRedirect('http://example.com', 308)
        
        with pytest.raises(RequestRedirect):
            raise_routing_exception(self.app, request)

    def test_raise_routing_exception_get_method(self):
        request = Request(environ={'REQUEST_METHOD': 'GET'})
        request.routing_exception = RequestRedirect('http://example.com', 301)
        
        with pytest.raises(RequestRedirect):
            raise_routing_exception(self.app, request)

    def test_raise_routing_exception_head_method(self):
        request = Request(environ={'REQUEST_METHOD': 'HEAD'})
        request.routing_exception = RequestRedirect('http://example.com', 301)
        
        with pytest.raises(RequestRedirect):
            raise_routing_exception(self.app, request)

    def test_raise_routing_exception_options_method(self):
        request = Request(environ={'REQUEST_METHOD': 'OPTIONS'})
        request.routing_exception = RequestRedirect('http://example.com', 301)
        
        with pytest.raises(RequestRedirect):
            raise_routing_exception(self.app, request)

    def test_raise_routing_exception_valid_case(self):
        request = Request(environ={'REQUEST_METHOD': 'POST'})
        request.routing_exception = RequestRedirect('http://example.com', 301)
        
        # Simulate the condition where FormDataRoutingRedirect would be raised
        self.app.debug = True
        with pytest.raises(FormDataRoutingRedirect):
            raise_routing_exception(self.app, request)
```"
PY-002,python,data-research/python_functions/PY-002.py,"```python
import pytest
from flask import Flask, g
from flask.app import update_template_context

@pytest.fixture
def app():
    app = Flask(__name__)
    app.template_context_processors = {
        None: [lambda: {'key1': 'value1'}],
        'blueprint1': [lambda: {'key2': 'value2'}]
    }
    return app

@pytest.fixture
def ctx(app):
    class MockContext:
        def __init__(self, has_request, blueprints):
            self.has_request = has_request
            self.request = type('Request', (object,), {'blueprints': blueprints})

    return MockContext(True, ['blueprint1'])

def test_update_template_context_with_request(app, ctx):
    context = {}
    update_template_context(app, ctx, context)
    assert context['key1'] == 'value1'
    assert context['key2'] == 'value2'

def test_update_template_context_without_request(app):
    context = {}
    ctx = type('MockContext', (object,), {'has_request': False})
    update_template_context(app, ctx, context)
    assert context == {}

def test_update_template_context_with_existing_keys(app, ctx):
    context = {'key1': 'existing_value'}
    update_template_context(app, ctx, context)
    assert context['key1'] == 'existing_value'
    assert context['key2'] == 'value2'
```"
PY-003,python,data-research/python_functions/PY-003.py,"```python
import pytest
from flask import Flask, Request, Response
from flask.app import full_dispatch_request

@pytest.fixture
def app():
    app = Flask(__name__)
    return app

def test_full_dispatch_request_first_request(app):
    with app.app_context():
        app._got_first_request = False
        app.should_ignore_error = None
        response = full_dispatch_request(app, app.app_context())
        assert response is not None

def test_full_dispatch_request_ignore_error(app):
    with app.app_context():
        app._got_first_request = False
        app.should_ignore_error = True
        response = full_dispatch_request(app, app.app_context())
        assert response is not None

def test_full_dispatch_request_exception_handling(app):
    with app.app_context():
        app._got_first_request = False
        app.should_ignore_error = None
        
        # Mocking the methods to raise an exception
        app.preprocess_request = lambda ctx: None
        app.dispatch_request = lambda ctx: (_ for _ in ()).throw(Exception(""Test Exception""))
        
        response = full_dispatch_request(app, app.app_context())
        assert response is not None

def test_full_dispatch_request_no_preprocess(app):
    with app.app_context():
        app._got_first_request = False
        app.should_ignore_error = None
        
        # Mocking the methods
        app.preprocess_request = lambda ctx: None
        app.dispatch_request = lambda ctx: Response(""Hello, World!"")
        
        response = full_dispatch_request(app, app.app_context())
        assert response.data == b""Hello, World!""
```"
PY-004,python,data-research/python_functions/PY-004.py,"```python
import pytest
from flask.cli import locate_app
from flask import Flask

class NoAppException(Exception):
    pass

def find_best_app(module):
    return Flask(__name__)

def find_app_by_string(module, app_name):
    if app_name == ""my_app"":
        return Flask(app_name)
    raise NoAppException(f""App '{app_name}' not found."")

def test_locate_app_import_error():
    with pytest.raises(NoAppException, match=""Could not import 'non_existent_module'.""):
        locate_app(""non_existent_module"", None)

def test_locate_app_import_error_with_trace():
    with pytest.raises(NoAppException) as excinfo:
        locate_app(""non_existent_module"", None)
    assert ""While importing 'non_existent_module'"" in str(excinfo.value)

def test_locate_app_no_app_name():
    app = locate_app(__name__, None)
    assert isinstance(app, Flask)

def test_locate_app_with_valid_app_name():
    app = locate_app(__name__, ""my_app"")
    assert isinstance(app, Flask)
    assert app.name == ""my_app""

def test_locate_app_with_invalid_app_name():
    with pytest.raises(NoAppException, match=""App 'invalid_app' not found.""):
        locate_app(__name__, ""invalid_app"")
```"
PY-005,python,data-research/python_functions/PY-005.py,"```python
import pytest
from flask.cli import _env_file_callback
import click

class MockContext:
    def __init__(self, load_dotenv_defaults=False):
        self.obj = type('obj', (object,), {'load_dotenv_defaults': load_dotenv_defaults})

@pytest.fixture
def mock_context():
    return MockContext()

def test_env_file_callback_with_value(mock_context):
    result = _env_file_callback(mock_context, click.Option(param_decls=['--env-file']), 'test.env')
    assert result == 'test.env'

def test_env_file_callback_without_value(mock_context):
    result = _env_file_callback(mock_context, click.Option(param_decls=['--env-file']), None)
    assert result is None

def test_env_file_callback_with_load_defaults(mock_context):
    mock_context = MockContext(load_dotenv_defaults=True)
    result = _env_file_callback(mock_context, click.Option(param_decls=['--env-file']), None)
    assert result is None

def test_env_file_callback_import_error(mock_context):
    with pytest.raises(click.BadParameter, match=""python-dotenv must be installed to load an env file.""):
        _env_file_callback(mock_context, click.Option(param_decls=['--env-file']), 'test.env')
```"
PY-006,python,data-research/python_functions/PY-006.py,"```python
import pytest
from flask.cli import __init__

def test_init_with_default_commands():
    instance = __init__(add_default_commands=True)
    assert instance.add_command.call_count == 3  # Assuming 3 commands are added

def test_init_without_default_commands():
    instance = __init__(add_default_commands=False)
    assert instance.add_command.call_count == 0

def test_init_with_custom_context_settings():
    instance = __init__(context_settings={'key': 'value'})
    assert instance.context_settings['key'] == 'value'

def test_init_with_auto_envvar_prefix():
    instance = __init__()
    assert instance.context_settings['auto_envvar_prefix'] == 'FLASK'

def test_init_with_version_option():
    instance = __init__(add_version_option=True)
    assert version_option in instance.params

def test_init_without_version_option():
    instance = __init__(add_version_option=False)
    assert version_option not in instance.params

def test_init_with_env_file_option():
    instance = __init__(params=[_env_file_option])
    assert _env_file_option in instance.params

def test_init_with_app_option():
    instance = __init__(params=[_app_option])
    assert _app_option in instance.params

def test_init_with_debug_option():
    instance = __init__(params=[_debug_option])
    assert _debug_option in instance.params
```"
PY-007,python,data-research/python_functions/PY-007.py,"```python
import pytest
from flask.cli import ScriptInfo, NoAppException, get_command
from unittest.mock import MagicMock

@pytest.fixture
def mock_context():
    ctx = MagicMock(spec=click.Context)
    ctx.ensure_object.return_value = MagicMock(spec=ScriptInfo)
    return ctx

def test_get_command_existing_command(mock_context):
    mock_context.ensure_object().load_app.return_value.cli.get_command.return_value = MagicMock()
    command = get_command(mock_context, 'existing_command')
    assert command is not None

def test_get_command_non_existing_command(mock_context):
    mock_context.ensure_object().load_app.return_value.cli.get_command.return_value = None
    command = get_command(mock_context, 'non_existing_command')
    assert command is None

def test_get_command_no_app_exception(mock_context):
    mock_context.ensure_object().load_app.side_effect = NoAppException(""No application found"")
    with pytest.raises(SystemExit):
        command = get_command(mock_context, 'any_command')
    mock_context.ensure_object().load_app.assert_called_once()

def test_get_command_app_context(mock_context):
    mock_app = MagicMock()
    mock_context.ensure_object().load_app.return_value = mock_app
    mock_app.cli.get_command.return_value = MagicMock()
    
    command = get_command(mock_context, 'command_with_app_context')
    assert command is not None
    mock_context.with_resource.assert_called_once_with(mock_app.app_context())
```"
PY-008,python,data-research/python_functions/PY-008.py,"```python
import pytest
from flask.cli import parse_args
from unittest.mock import MagicMock

class MockContext:
    def __init__(self):
        self.help_option_names = ['--help']

    def get_help_option_names(self):
        return self.help_option_names

def test_parse_args_no_args_is_help():
    ctx = MockContext()
    mock_self = MagicMock()
    mock_self.no_args_is_help = True
    mock_self.get_help_option_names = ctx.get_help_option_names
    args = []
    
    result = parse_args(mock_self, ctx, args)
    
    assert result == []

def test_parse_args_single_help_arg():
    ctx = MockContext()
    mock_self = MagicMock()
    mock_self.no_args_is_help = False
    mock_self.get_help_option_names = ctx.get_help_option_names
    args = ['--help']
    
    result = parse_args(mock_self, ctx, args)
    
    assert result == []

def test_parse_args_with_other_args():
    ctx = MockContext()
    mock_self = MagicMock()
    mock_self.no_args_is_help = False
    mock_self.get_help_option_names = ctx.get_help_option_names
    args = ['arg1', 'arg2']
    
    result = parse_args(mock_self, ctx, args)
    
    assert result == ['arg1', 'arg2']
```"
PY-009,python,data-research/python_functions/PY-009.py,"```python
import pytest
from flask.cli import run_command
from unittest.mock import MagicMock, patch

@pytest.fixture
def mock_script_info():
    mock_info = MagicMock()
    mock_info.load_app.return_value = MagicMock()
    return mock_info

def test_run_command_success(mock_script_info):
    run_command(mock_script_info, '127.0.0.1', 5000, False, False, False, None, None, None)

def test_run_command_with_reload(mock_script_info):
    run_command(mock_script_info, '127.0.0.1', 5000, True, False, False, None, None, None)

def test_run_command_with_debugger(mock_script_info):
    run_command(mock_script_info, '127.0.0.1', 5000, False, True, False, None, None, None)

def test_run_command_with_ssl(mock_script_info):
    cert = ('cert.pem', 'key.pem')
    run_command(mock_script_info, '127.0.0.1', 5000, False, False, False, cert, None, None)

def test_run_command_load_app_exception(mock_script_info):
    mock_script_info.load_app.side_effect = Exception(""App loading failed"")
    with pytest.raises(Exception, match=""App loading failed""):
        run_command(mock_script_info, '127.0.0.1', 5000, False, False, False, None, None, None)

def test_run_command_reload_exception(mock_script_info):
    mock_script_info.load_app.side_effect = Exception(""App loading failed"")
    with patch('flask.cli.is_running_from_reloader', return_value=True):
        with pytest.raises(Exception, match=""App loading failed""):
            run_command(mock_script_info, '127.0.0.1', 5000, False, False, False, None, None, None)
```"
PY-010,python,data-research/python_functions/PY-010.py,"```python
import os
import pytest
from flask import Flask, current_app
from flask.cli import shell_command

@pytest.fixture
def app():
    app = Flask(__name__)
    app.config['TESTING'] = True
    with app.app_context():
        yield app

def test_shell_command_no_startup(app, monkeypatch):
    monkeypatch.setattr(os, 'environ', {})
    with pytest.raises(SystemExit):
        shell_command()

def test_shell_command_with_startup(app, monkeypatch):
    startup_script = 'test_startup.py'
    with open(startup_script, 'w') as f:
        f.write('print(""Startup script executed"")')
    
    monkeypatch.setattr(os, 'environ', {'PYTHONSTARTUP': startup_script})
    monkeypatch.setattr(os.path, 'isfile', lambda x: x == startup_script)
    monkeypatch.setattr(builtins, 'eval', lambda x, ctx: None)  # Mock eval to prevent execution

    with app.app_context():
        shell_command()

    os.remove(startup_script)

def test_shell_command_with_interactive_hook(app, monkeypatch):
    monkeypatch.setattr(os, 'environ', {})
    monkeypatch.setattr(sys, '__interactivehook__', lambda: None)

    with app.app_context():
        shell_command()
```"
PY-011,python,data-research/python_functions/PY-011.py,"```python
import pytest
from flask import Flask, request
from flask.app import AppContext, handle_exception
from werkzeug.exceptions import InternalServerError

app = Flask(__name__)

@app.errorhandler(InternalServerError)
def handle_internal_error(e):
    return ""Internal Server Error"", 500

def test_handle_exception_propagate():
    with app.app_context():
        with pytest.raises(Exception) as excinfo:
            handle_exception(app, AppContext(), Exception(""Test Exception""))
        assert str(excinfo.value) == ""Test Exception""

def test_handle_exception_no_propagate():
    app.config[""PROPAGATE_EXCEPTIONS""] = False
    with app.app_context():
        response = handle_exception(app, AppContext(), Exception(""Test Exception""))
        assert response.status_code == 500
        assert response.data.decode() == ""Internal Server Error""

def test_handle_exception_with_custom_handler():
    @app.errorhandler(InternalServerError)
    def custom_handler(e):
        return ""Custom Error Handler"", 500

    with app.app_context():
        response = handle_exception(app, AppContext(), Exception(""Test Exception""))
        assert response.status_code == 500
        assert response.data.decode() == ""Custom Error Handler""
```"
PY-012,python,data-research/python_functions/PY-012.py,"```python
import pytest
from flask import Flask, Response
from flask.app import AppContext

@pytest.fixture
def app():
    app = Flask(__name__)

    @app.after_request
    def after_request_func(response):
        response.headers['X-After-Request'] = 'Processed'
        return response

    return app

def test_process_response_with_after_request(app):
    with app.app_context():
        ctx = AppContext(app)
        response = Response(""Hello World"")
        ctx._after_request_functions.append(app.after_request_funcs[None][0])
        processed_response = app.process_response(ctx, response)
        assert processed_response.headers['X-After-Request'] == 'Processed'

def test_process_response_with_blueprint_after_request(app):
    with app.app_context():
        @app.route('/test')
        def test_route():
            return ""Test""

        @app.after_request
        def blueprint_after_request(response):
            response.headers['X-Blueprint'] = 'Processed'
            return response

        app.register_blueprint(app.blueprint, url_prefix='/test')
        response = app.test_client().get('/test')
        processed_response = app.process_response(app.app_context(), response)
        assert processed_response.headers['X-Blueprint'] == 'Processed'

def test_process_response_with_session(app):
    with app.app_context():
        ctx = AppContext(app)
        response = Response(""Hello World"")
        ctx._get_session = lambda: {}
        app.session_interface.is_null_session = lambda session: False
        app.session_interface.save_session = lambda self, session, response: response.headers.update({'X-Session': 'Saved'})
        processed_response = app.process_response(ctx, response)
        assert processed_response.headers['X-Session'] == 'Saved'
```"
PY-013,python,data-research/python_functions/PY-013.py,"```python
import os
import sys
import pytest
from flask.cli import prepare_import

def test_prepare_import_with_python_file():
    path = ""/some/directory/module.py""
    expected = ""module""
    assert prepare_import(path) == expected

def test_prepare_import_with_init_file():
    path = ""/some/directory/__init__.py""
    expected = ""some.directory""
    assert prepare_import(path) == expected

def test_prepare_import_with_nested_module():
    path = ""/some/directory/subdirectory/module.py""
    expected = ""subdirectory.module""
    assert prepare_import(path) == expected

def test_prepare_import_with_non_python_file():
    path = ""/some/directory/module.txt""
    expected = ""module""
    assert prepare_import(path) == expected

def test_prepare_import_with_non_existent_path():
    path = ""/non/existent/path/module.py""
    expected = ""module""
    assert prepare_import(path) == expected

def test_prepare_import_with_empty_path():
    path = """"
    with pytest.raises(ValueError):
        prepare_import(path)

def test_prepare_import_with_relative_path():
    path = ""./module.py""
    expected = ""module""
    assert prepare_import(path) == expected

def test_prepare_import_with_absolute_path():
    path = os.path.abspath(""module.py"")
    expected = ""module""
    assert prepare_import(path) == expected
```"
PY-014,python,data-research/python_functions/PY-014.py,"```python
import pytest
from flask.cli import convert
from unittest.mock import Mock
import click

class MockSelf:
    def path_type(self, value, param, ctx):
        if value == ""valid_path"":
            return ""valid_path_object""
        raise click.BadParameter()

def test_convert_valid_path():
    mock_self = MockSelf()
    result = convert(mock_self, ""valid_path"", None, None)
    assert result == ""valid_path_object""

def test_convert_invalid_path():
    mock_self = MockSelf()
    with pytest.raises(click.BadParameter):
        convert(mock_self, ""invalid_path"", None, None)

def test_convert_adhoc_certificates():
    mock_self = MockSelf()
    result = convert(mock_self, ""adhoc"", None, None)
    assert result == ""adhoc""

def test_convert_ssl_context():
    mock_self = MockSelf()
    ssl_context = Mock()  # Mocking SSLContext
    mock_self.path_type = Mock(return_value=ssl_context)
    result = convert(mock_self, ""valid_path"", None, None)
    assert result == ssl_context

def test_convert_import_error_ssl():
    mock_self = MockSelf()
    with pytest.raises(click.BadParameter):
        convert(mock_self, ""invalid_path"", None, None)

def test_convert_import_error_cryptography():
    mock_self = MockSelf()
    with pytest.raises(click.BadParameter):
        convert(mock_self, ""adhoc"", None, None)
```"
PY-015,python,data-research/python_functions/PY-015.py,"```python
import pytest
from flask import Flask, session
from flask.helpers import get_flashed_messages

app = Flask(__name__)
app.secret_key = 'test_secret'

@pytest.fixture
def client():
    with app.test_client() as client:
        yield client

def test_get_flashed_messages_no_flashes(client):
    with client:
        messages = get_flashed_messages()
        assert messages == []

def test_get_flashed_messages_with_flashes(client):
    with client:
        session['_flashes'] = [('info', 'Test message 1'), ('warning', 'Test message 2')]
        messages = get_flashed_messages()
        assert messages == ['Test message 1', 'Test message 2']

def test_get_flashed_messages_with_categories(client):
    with client:
        session['_flashes'] = [('info', 'Test message 1'), ('warning', 'Test message 2')]
        messages = get_flashed_messages(with_categories=True)
        assert messages == [('info', 'Test message 1'), ('warning', 'Test message 2')]

def test_get_flashed_messages_with_category_filter(client):
    with client:
        session['_flashes'] = [('info', 'Test message 1'), ('warning', 'Test message 2')]
        messages = get_flashed_messages(category_filter=['info'])
        assert messages == [('info', 'Test message 1')]

def test_get_flashed_messages_with_category_filter_no_match(client):
    with client:
        session['_flashes'] = [('info', 'Test message 1'), ('warning', 'Test message 2')]
        messages = get_flashed_messages(category_filter=['error'])
        assert messages == []

def test_get_flashed_messages_with_categories_and_filter(client):
    with client:
        session['_flashes'] = [('info', 'Test message 1'), ('warning', 'Test message 2')]
        messages = get_flashed_messages(with_categories=True, category_filter=['info'])
        assert messages == [('info', 'Test message 1')]
```"
PY-016,python,data-research/python_functions/PY-016.py,"```python
import pytest
from flask.json.provider import _default
from datetime import date
import decimal
import uuid
import dataclasses

@dataclasses.dataclass
class TestDataClass:
    name: str
    value: int

def test_default_date():
    assert _default(date(2023, 10, 1)) == ""Sun, 01 Oct 2023 00:00:00 GMT""

def test_default_decimal():
    assert _default(decimal.Decimal('10.5')) == '10.5'

def test_default_uuid():
    test_uuid = uuid.uuid4()
    assert _default(test_uuid) == str(test_uuid)

def test_default_dataclass():
    test_instance = TestDataClass(name=""Test"", value=42)
    assert _default(test_instance) == {'name': 'Test', 'value': 42}

def test_default_html_compatible():
    class HtmlCompatible:
        def __html__(self):
            return ""<div>HTML Content</div>""
    
    html_instance = HtmlCompatible()
    assert _default(html_instance) == ""<div>HTML Content</div>""

def test_default_type_error():
    with pytest.raises(TypeError, match=""Object of type""):
        _default(object())
```"
PY-017,python,data-research/python_functions/PY-017.py,"```python
import pytest
from flask.sansio.app import App  # Assuming App is the class containing trap_http_exception
from werkzeug.exceptions import BadRequest, BadRequestKeyError

@pytest.fixture
def app_with_trap_http_exceptions():
    app = App()
    app.config[""TRAP_HTTP_EXCEPTIONS""] = True
    return app

@pytest.fixture
def app_with_trap_bad_request_errors():
    app = App()
    app.config[""TRAP_HTTP_EXCEPTIONS""] = False
    app.config[""TRAP_BAD_REQUEST_ERRORS""] = True
    return app

@pytest.fixture
def app_with_debug_mode():
    app = App()
    app.config[""TRAP_HTTP_EXCEPTIONS""] = False
    app.config[""TRAP_BAD_REQUEST_ERRORS""] = None
    app.debug = True
    return app

def test_trap_http_exception_true(app_with_trap_http_exceptions):
    assert app_with_trap_http_exceptions.trap_http_exception(Exception(""Test"")) is True

def test_trap_http_exception_false(app_with_trap_http_exceptions):
    app_with_trap_http_exceptions.config[""TRAP_HTTP_EXCEPTIONS""] = False
    assert app_with_trap_http_exceptions.trap_http_exception(Exception(""Test"")) is False

def test_trap_bad_request_error(app_with_trap_bad_request_errors):
    assert app_with_trap_bad_request_errors.trap_http_exception(BadRequest(""Bad Request"")) is True

def test_trap_key_error_in_debug_mode(app_with_debug_mode):
    assert app_with_debug_mode.trap_http_exception(BadRequestKeyError(""Key Error"")) is True

def test_dont_trap_other_exceptions(app_with_debug_mode):
    assert app_with_debug_mode.trap_http_exception(Exception(""Some other exception"")) is False
```"
